+0.01596177-0.00000000i, +0.00075936+0.00099217i, +0.00060060+0.00160998i, -0.00037753-0.00187762i, +0.00410748+0.00253892i, +0.00257413+0.00123107i, -0.00182918-0.00106922i, -0.00295084-0.00008055i, +0.00079181-0.00013364i, -0.00256773-0.00125948i, -0.00093016+0.00095648i, -0.00265023+0.00326910i, +0.00128424-0.00113207i, +0.00103679-0.00251014i, -0.00000432+0.00010498i, +0.00015427-0.00331259i, -0.00188158-0.00234639i, -0.00242454-0.00234479i, +0.00428326-0.00158135i, +0.00131795+0.00086987i, -0.00039862-0.00190737i, -0.00311364+0.00262395i, +0.00147439-0.00004376i, -0.00197021+0.00195898i, -0.00029791-0.00118657i, -0.00100428+0.00122073i, -0.00198126-0.00106656i, -0.00160187+0.00039068i, +0.00134931+0.00251904i, -0.00320027+0.00125756i, -0.00138069-0.00145871i, +0.00100501-0.00244176i, +0.00170909-0.00280017i, -0.00194487-0.00156907i, +0.00314096-0.00187207i, +0.00144691+0.00147749i, -0.00065633-0.00159037i, -0.00035392+0.00232140i, -0.00073469-0.00107188i, -0.00312684+0.00097999i, +0.00249759+0.00003671i, +0.00073407-0.00097211i, +0.00219292+0.00200734i, -0.00162847+0.00212950i, -0.00189726-0.00397466i, +0.00339832-0.00299613i, +0.00096558+0.00119864i, -0.00215317+0.00055730i, -0.00220737-0.00624266i, -0.00180440-0.00104336i, +0.00230437-0.00113351i, -0.00202188+0.00218671i, +0.00055772-0.00423195i, -0.00015632-0.00366561i, +0.00057268+0.00211349i, +0.00199189+0.00011000i, -0.00032452+0.00063512i, -0.00247773-0.00309969i, -0.00217790-0.00040049i, -0.00050031-0.00100601i, -0.00066914+0.00125075i, +0.00232230+0.00033097i, +0.00120333+0.00128966i, +0.00175204-0.00054641i
-0.00015632+0.00366561i, -0.00235737+0.00085684i, -0.00253872+0.00006743i, +0.00163492+0.00045814i, -0.00521861+0.00332677i, -0.00649427+0.00348137i, +0.00332587-0.00149956i, -0.00067887-0.00338292i, +0.00018083+0.00212359i, +0.00220189-0.00352855i, -0.00131742-0.00191150i, -0.00351972-0.00285647i, +0.00161356-0.00003201i, +0.00159629-0.00007215i, +0.00006496+0.00157358i, +0.00388756+0.00083799i, +0.00390105-0.00152044i, +0.00518973-0.00479230i, +0.00082790+0.00483960i, -0.00218786+0.00089549i, +0.00307850-0.00040387i, -0.00103104-0.00644104i, -0.00054118+0.00299981i, -0.00230890-0.00336682i, +0.00101589+0.00096538i, -0.00114451-0.00124032i, +0.00187401-0.00208729i, -0.00019507-0.00164353i, -0.00404822+0.00217101i, -0.00065427-0.00462070i, +0.00153859-0.00162585i, +0.00364156+0.00156397i, +0.00193973+0.00154843i, +0.00327575-0.00194988i, +0.00243083+0.00494600i, -0.00296132+0.00161227i, +0.00262843+0.00010051i, -0.00249893-0.00129169i, +0.00196688-0.00148240i, -0.00245766-0.00494801i, +0.00066700+0.00415739i, +0.00114547+0.00127013i, -0.00370695+0.00247983i, -0.00430848-0.00312045i, +0.00425653-0.00273702i, +0.00411747+0.00590018i, -0.00243039+0.00080985i, -0.00113713-0.00184038i, +0.00689454+0.00063203i, +0.00217877-0.00121009i, +0.00096122+0.00333873i, -0.00186510-0.00416702i, +0.00608375+0.00270468i, +0.02177428-0.00000000i, -0.00370972-0.00026252i, +0.00056102+0.00123999i, -0.00158475+0.00116354i, +0.00384235-0.00470386i, +0.00060439-0.00227528i, +0.00202992+0.00036120i, -0.00274753-0.00043307i, -0.00030692+0.00390722i, -0.00206799+0.00273144i, +0.00067360+0.00296410i
+0.00057268-0.00211349i, +0.00042530+0.00002134i, +0.00089045-0.00082107i, -0.00092342-0.00009916i, +0.00191499-0.00211527i, +0.00220289-0.00144001i, -0.00304667+0.00373247i, +0.00088303+0.00228046i, -0.00004020-0.00066862i, -0.00048009+0.00221350i, +0.00046231+0.00043822i, +0.00161309+0.00127800i, -0.00053866-0.00032299i, -0.00094716-0.00044240i, -0.00019522-0.00083339i, -0.00159860-0.00025267i, -0.00147235+0.00123749i, -0.00177006+0.00154147i, +0.00002783-0.00216957i, +0.00056223-0.00057707i, -0.00134811+0.00032401i, +0.00116425+0.00264086i, +0.00139952-0.00294484i, +0.00115556+0.00120687i, -0.00108593-0.00082270i, +0.00069428+0.00072282i, -0.00007045+0.00118100i, -0.00041295+0.00071908i, +0.00133346-0.00108677i, +0.00042270+0.00205647i, -0.00155820+0.00093135i, -0.00194708-0.00060043i, -0.00082657-0.00047311i, -0.00082869+0.00168059i, -0.00074660-0.00219594i, +0.00075270-0.00138377i, -0.00144997-0.00031626i, +0.00127367-0.00006324i, -0.00047995+0.00107181i, +0.00154679+0.00198015i, -0.00051530-0.00111980i, -0.00013530-0.00050703i, +0.00106387-0.00238476i, +0.00176001+0.00041572i, -0.00164533+0.00164413i, -0.00180295-0.00188916i, +0.00166758-0.00227750i, +0.00035542+0.00118676i, -0.00360854+0.00026059i, -0.00079628+0.00024903i, -0.00080368-0.00077746i, +0.00117222+0.00174320i, -0.00346078-0.00035150i, -0.00370972+0.00026252i, +0.01384089+0.00000000i, +0.00061724-0.00112456i, +0.00037427-0.00095888i, -0.00252326+0.00126854i, +0.00040070+0.00216822i, -0.00118575+0.00029419i, +0.00138215-0.00012480i, +0.00010542-0.00171402i, -0.00004134-0.00033378i, +0.00018891-0.00177410i
+0.00199189-0.00011000i, -0.00031386+0.00055834i, +0.00058554+0.00103948i, +0.00009553-0.00119280i, +0.00219424+0.00157521i, +0.00056280+0.00084478i, -0.00104361-0.00074461i, -0.00337834+0.00290688i, +0.00103528-0.00040045i, -0.00152867-0.00040120i, -0.00047297+0.00003193i, -0.00054612+0.00013199i, +0.00014178+0.00017533i, +0.00040181-0.00112977i, +0.00058836-0.00002312i, +0.00014703-0.00122784i, -0.00081277-0.00115949i, -0.00018005-0.00150504i, +0.00169074-0.00115239i, +0.00092065-0.00019986i, -0.00057929-0.00086527i, -0.00123762+0.00098596i, +0.00028161-0.00046616i, +0.00052323-0.00121228i, +0.00037384-0.00029185i, -0.00052356+0.00057485i, -0.00113077-0.00038103i, -0.00039316+0.00016722i, +0.00045425+0.00123301i, -0.00109530+0.00058428i, -0.00069159-0.00033255i, -0.00053378-0.00195589i, +0.00053750-0.00061443i, -0.00125214-0.00088103i, +0.00081299-0.00058578i, +0.00052148-0.00016085i, -0.00032544-0.00091845i, +0.00011192+0.00143062i, -0.00093926-0.00061539i, -0.00121469+0.00089128i, +0.00174949+0.00036806i, +0.00018796-0.00004428i, +0.00066942+0.00069662i, -0.00053959-0.00080725i, -0.00057935-0.00117194i, +0.00169968-0.00208407i, +0.00065412+0.00078782i, -0.00024841-0.00013539i, -0.00063323-0.00110324i, +0.00002595+0.00070690i, +0.00016491-0.00083161i, -0.00102634+0.00150357i, +0.00007425-0.00139259i, +0.00056102-0.00123999i, +0.00061724+0.00112456i, +0.01486765+0.00000000i, +0.00039379+0.00072762i, -0.00161032-0.00245638i, -0.00113618-0.00082249i, +0.00085055-0.00010327i, -0.00076696+0.00028194i, +0.00105480-0.00002110i, +0.00033106+0.00108335i, -0.00009348+0.00063094i
-0.00032452-0.00063512i, +0.00022950+0.00024607i, +0.00087353-0.00013492i, -0.00010276+0.00020487i, +0.00133218-0.00064869i, +0.00131749+0.00001441i, -0.00074722-0.00007230i, +0.00015310+0.00150090i, +0.00273809-0.00318486i, -0.00066442+0.00087264i, +0.00019545+0.00092866i, +0.00034712+0.00024578i, +0.00036883-0.00001155i, -0.00052374-0.00002557i, +0.00015490-0.00044949i, -0.00026898-0.00039660i, -0.00054133+0.00067699i, -0.00124124+0.00033301i, -0.00063589-0.00102081i, +0.00024091-0.00032804i, -0.00052465-0.00037507i, +0.00054347+0.00082996i, +0.00025151+0.00015124i, +0.00050096+0.00102698i, +0.00073450-0.00182290i, +0.00066760-0.00021936i, -0.00035014+0.00083873i, +0.00012490+0.00010946i, +0.00145866-0.00028079i, -0.00051508+0.00079801i, -0.00079489-0.00019450i, -0.00080486-0.00078733i, -0.00028282+0.00012057i, -0.00043206+0.00078528i, -0.00091915-0.00083454i, +0.00083466-0.00076587i, -0.00083816+0.00057144i, +0.00087107+0.00039838i, -0.00043168+0.00010474i, +0.00127887+0.00135543i, -0.00038260-0.00134044i, -0.00073067+0.00044905i, +0.00109180+0.00081704i, +0.00077012+0.00034969i, -0.00082811+0.00101460i, +0.00035390-0.00085852i, +0.00093961+0.00017567i, -0.00049085+0.00092217i, -0.00091911-0.00019366i, +0.00015707-0.00038140i, -0.00077899-0.00132902i, +0.00067040-0.00000398i, -0.00126221-0.00103102i, -0.00158475-0.00116354i, +0.00037427+0.00095888i, +0.00039379-0.00072762i, +0.01405496-0.00000000i, -0.00040669-0.00041845i, +0.00064291+0.00113952i, -0.00121535+0.00009172i, +0.00016828+0.00010353i, -0.00023362-0.00269245i, +0.00057958-0.00067653i, +0.00071706-0.00015456i
-0.00247773+0.00309969i, -0.00200867-0.00214174i, -0.00229665-0.00068640i, +0.00097823+0.00144466i, -0.00528010+0.00071917i, -0.00342557-0.00110702i, +0.00296371+0.00029420i, +0.00141065-0.00355524i, -0.00111803+0.00106025i, +0.00556297-0.00404049i, +0.00060517-0.00266808i, -0.00057418-0.00402566i, +0.00087382+0.00096995i, +0.00191633+0.00220591i, -0.00069397+0.00131833i, +0.00259073+0.00298723i, +0.00338795+0.00112537i, +0.00631309-0.00052832i, -0.00190562+0.00450453i, -0.00084892-0.00039740i, +0.00303337+0.00094937i, +0.00095667-0.00519928i, -0.00159061+0.00197020i, +0.00045421-0.00356336i, +0.00144962+0.00206424i, +0.00031389-0.00380199i, +0.00316296-0.00091890i, +0.00115425-0.00103775i, -0.00449677-0.00086936i, +0.00151011-0.00383629i, +0.00239573-0.00041342i, +0.00210522+0.00308561i, +0.00130630+0.00228528i, +0.00311143-0.00059250i, -0.00056802+0.00465235i, -0.00196673-0.00011597i, +0.00257845+0.00122311i, -0.00165856-0.00222179i, +0.00196504+0.00016149i, +0.00123411-0.00424954i, -0.00285434+0.00292402i, +0.00038631+0.00152133i, -0.00460893+0.00079749i, -0.00153905-0.00479789i, +0.00450677+0.00082564i, +0.00037086+0.00563864i, -0.00213621-0.00034491i, +0.00079424-0.00353246i, +0.00495626+0.00340157i, +0.00197391-0.00019814i, -0.00056981+0.00312031i, +0.00017080-0.00435503i, +0.00388977+0.00397900i, +0.00384235+0.00470386i, -0.00252326-0.00126854i, -0.00161032+0.00245638i, -0.00040669+0.00041845i, +0.01902644+0.00000000i, +0.00339290-0.00083029i, +0.00084026+0.00156402i, -0.00131931-0.00295222i, -0.00250381+0.00364907i, -0.00291714-0.00018763i, -0.00245762+0.00305994i
-0.00217790+0.00040049i, -0.00073167-0.00066070i, -0.00092850-0.00071478i, +0.00033439+0.00105557i, -0.00230383-0.00159141i, -0.00141133-0.00156458i, +0.00097417+0.00043234i, +0.00158752-0.00083354i, -0.00062524-0.00005643i, +0.00313959+0.00023311i, +0.00272305-0.00300177i, +0.00059039-0.00244403i, -0.00012227+0.00056406i, +0.00008121+0.00175321i, -0.00120081+0.00062913i, +0.00046144+0.00203179i, +0.00104259+0.00170507i, +0.00201517+0.00121780i, -0.00138989+0.00107040i, -0.00057694-0.00036710i, +0.00063724+0.00102245i, +0.00178845-0.00187311i, -0.00159989+0.00018451i, +0.00107411-0.00084983i, -0.00020421+0.00109029i, +0.00061421-0.00158490i, +0.00253169-0.00134686i, +0.00062245-0.00026434i, -0.00067096-0.00088874i, +0.00142351-0.00043122i, +0.00118210+0.00055174i, -0.00074949+0.00148137i, +0.00008212+0.00133368i, +0.00200905+0.00085291i, -0.00152964+0.00147529i, -0.00129693-0.00142829i, +0.00135299+0.00099457i, -0.00057516-0.00200342i, +0.00067289+0.00022234i, +0.00185408-0.00183386i, -0.00241696+0.00022994i, -0.00016266+0.00057476i, -0.00222600-0.00107737i, +0.00034507-0.00181103i, +0.00127153+0.00224042i, -0.00047355+0.00249420i, -0.00150607-0.00143550i, +0.00110938-0.00068985i, +0.00104198+0.00343391i, +0.00151652+0.00067585i, -0.00149051+0.00073805i, +0.00073426-0.00288764i, +0.00022546+0.00245632i, +0.00060439+0.00227528i, +0.00040070-0.00216822i, -0.00113618+0.00082249i, +0.00064291-0.00113952i, +0.00339290+0.00083029i, +0.01424750+0.00000000i, +0.00050768+0.00149169i, -0.00126520-0.00157943i, -0.00200400-0.00037661i, -0.00157598-0.00048054i, -0.00119071+0.00061458i
-0.00050031+0.00100601i, -0.00119886+0.00008327i, -0.00102849+0.00039341i, -0.00008255+0.00043414i, -0.00128178+0.00149932i, -0.00139978+0.00034683i, +0.00106311-0.00089768i, -0.00037013-0.00123227i, +0.00026718+0.00056182i, +0.00042129-0.00138217i, -0.00002577-0.00024484i, +0.00077404-0.00400479i, -0.00015800-0.00019593i, +0.00030809+0.00012317i, +0.00027993+0.00034155i, +0.00105456+0.00052942i, +0.00123300-0.00101055i, +0.00127544-0.00128751i, -0.00001751+0.00192086i, +0.00055166-0.00042410i, +0.00082310+0.00012506i, -0.00083438-0.00160185i, +0.00009994+0.00067923i, -0.00096557-0.00148112i, +0.00053378+0.00043134i, -0.00066426-0.00071765i, +0.00054140-0.00118528i, +0.00060251-0.00232964i, -0.00104657+0.00117594i, -0.00059651-0.00145500i, +0.00040150-0.00080601i, +0.00145947+0.00063203i, +0.00065858+0.00008678i, +0.00039095-0.00059652i, +0.00015666+0.00163101i, -0.00137885+0.00017135i, +0.00104996-0.00054730i, -0.00116307-0.00113100i, +0.00001722-0.00058474i, -0.00058709-0.00228192i, +0.00044556+0.00151497i, +0.00057896+0.00064538i, -0.00101822+0.00121929i, -0.00141596-0.00153007i, +0.00153688-0.00117432i, +0.00132089+0.00161078i, -0.00135885+0.00069708i, -0.00105346-0.00170293i, +0.00331108+0.00062916i, +0.00004996+0.00009473i, +0.00057349+0.00107671i, -0.00090413-0.00160903i, +0.00110758+0.00124479i, +0.00202992-0.00036120i, -0.00118575-0.00029419i, +0.00085055+0.00010327i, -0.00121535-0.00009172i, +0.00084026-0.00156402i, +0.00050768-0.00149169i, +0.01456532-0.00000000i, -0.00223859+0.00015023i, -0.00074285+0.00090258i, -0.00013702+0.00055987i, -0.00070486+0.00143617i
-0.00066914-0.00125075i, +0.00130708-0.00074778i, +0.00121308-0.00064875i, -0.00091520-0.00014102i, +0.00133424-0.00302162i, +0.00164803-0.00059370i, -0.00126730+0.00144234i, +0.00079933+0.00166050i, -0.00038616-0.00157279i, -0.00115860+0.00252960i, +0.00021000+0.00087448i, +0.00178094+0.00174386i, +0.00142532-0.00227325i, -0.00048727-0.00097933i, -0.00043862-0.00001425i, -0.00125518+0.00036025i, -0.00180405+0.00098801i, -0.00149045+0.00186861i, -0.00131631-0.00218307i, +0.00113498-0.00040641i, -0.00207802+0.00139519i, +0.00186993+0.00200072i, -0.00004030-0.00107172i, +0.00113867+0.00117692i, -0.00108446+0.00038841i, +0.00125532+0.00025529i, -0.00070874+0.00167243i, -0.00045604+0.00044324i, +0.00240043-0.00311480i, +0.00092228+0.00147950i, -0.00064107+0.00150225i, -0.00131344-0.00063317i, -0.00128161-0.00065486i, -0.00137443+0.00061389i, -0.00145216-0.00261302i, +0.00116931-0.00104810i, -0.00127788+0.00017809i, +0.00091573-0.00060829i, -0.00023742+0.00097363i, +0.00113562+0.00196035i, -0.00075579-0.00276504i, -0.00095844-0.00009526i, +0.00050171-0.00263116i, +0.00239540+0.00074277i, -0.00251157+0.00139325i, -0.00286423-0.00224876i, +0.00154236+0.00047696i, +0.00118378+0.00124431i, -0.00408002-0.00031133i, -0.00105325+0.00132654i, -0.00157330-0.00224943i, +0.00259523+0.00168524i, -0.00360597-0.00016792i, -0.00274753+0.00043307i, +0.00138215+0.00012480i, -0.00076696-0.00028194i, +0.00016828-0.00010353i, -0.00131931+0.00295222i, -0.00126520+0.00157943i, -0.00223859-0.00015023i, +0.01500943+0.00000000i, +0.00159956-0.00141829i, -0.00031341-0.00142266i, -0.00001799-0.00086447i
+0.00232230-0.00033097i, -0.00048333+0.00153507i, +0.00089739+0.00167642i, -0.00034139-0.00104775i, +0.00260180+0.00189353i, +0.00079710+0.00214365i, -0.00107353-0.00136749i, -0.00293214+0.00067981i, +0.00097313+0.00103460i, -0.00351322-0.00112591i, -0.00231861+0.00061722i, -0.00100698+0.00249627i, +0.00074215-0.00127106i, +0.00183179-0.00366403i, +0.00072506+0.00000768i, +0.00003849-0.00291036i, -0.00179437-0.00227262i, -0.00326507-0.00244260i, +0.00339681-0.00169544i, +0.00055151+0.00066410i, -0.00092456-0.00238873i, -0.00402766+0.00314644i, +0.00139054+0.00004122i, -0.00246443+0.00213835i, +0.00091451-0.00150587i, -0.00103291+0.00128925i, -0.00181393-0.00084456i, -0.00110594+0.00054152i, +0.00199502+0.00239567i, -0.00217301-0.00059519i, -0.00141805-0.00076248i, +0.00041600-0.00262290i, +0.00064525-0.00127740i, -0.00233987-0.00186645i, +0.00296631-0.00221308i, +0.00224430+0.00114187i, -0.00110786-0.00184661i, -0.00004320+0.00231148i, -0.00095406-0.00077859i, -0.00361984+0.00194424i, +0.00221486-0.00107611i, +0.00054520-0.00138392i, +0.00162889+0.00196175i, -0.00145478+0.00336017i, -0.00214182-0.00238548i, +0.00212586-0.00315091i, +0.00133321+0.00191693i, -0.00203125+0.00026128i, -0.00146474-0.00457583i, -0.00064176+0.00036105i, +0.00162317-0.00177637i, -0.00167961+0.00179516i, +0.00076353-0.00335326i, -0.00030692-0.00390722i, +0.00010542+0.00171402i, +0.00105480+0.00002110i, -0.00023362+0.00269245i, -0.00250381-0.00364907i, -0.00200400+0.00037661i, -0.00074285-0.00090258i, +0.00159956+0.00141829i, +0.01736835+0.00000000i, +0.00104796+0.00194289i, +0.00225917+0.00067088i
+0.00120333-0.00128966i, +0.00075551+0.00111010i, +0.00141044+0.00050685i, -0.00071133-0.00083209i, +0.00253395+0.00036771i, +0.00152139+0.00059491i, -0.00115009-0.00057862i, -0.00051665+0.00162725i, +0.00110699-0.00068481i, -0.00187020+0.00066633i, -0.00068478+0.00190009i, +0.00036402+0.00202824i, -0.00020901-0.00021135i, -0.00092147-0.00076661i, +0.00178433-0.00191260i, -0.00142577-0.00192708i, -0.00119055-0.00060309i, -0.00257595+0.00036516i, +0.00077314-0.00253381i, +0.00064092+0.00015890i, -0.00117381-0.00079573i, -0.00036844+0.00225172i, +0.00017708-0.00057307i, -0.00008650+0.00185510i, -0.00025988-0.00086886i, +0.00022958+0.00106891i, -0.00176832+0.00036561i, -0.00012600+0.00041588i, +0.00178382+0.00103419i, -0.00088591+0.00182698i, -0.00026583-0.00101478i, -0.00067528-0.00141672i, +0.00011780-0.00141742i, -0.00209773+0.00025663i, +0.00050094-0.00216930i, +0.00141499+0.00011775i, -0.00129075-0.00050159i, +0.00035502+0.00067477i, -0.00119302-0.00035963i, -0.00065051+0.00234548i, +0.00079383-0.00138538i, -0.00016850-0.00103661i, +0.00170906+0.00015954i, +0.00063742+0.00283623i, -0.00237595-0.00111289i, -0.00003666-0.00262636i, +0.00052917+0.00043116i, -0.00045669+0.00071890i, -0.00128092-0.00116748i, -0.00016261+0.00005224i, +0.00071869-0.00122381i, -0.00015849+0.00190841i, -0.00083104-0.00242589i, -0.00206799-0.00273144i, -0.00004134+0.00033378i, +0.00033106-0.00108335i, +0.00057958+0.00067653i, -0.00291714+0.00018763i, -0.00157598+0.00048054i, -0.00013702-0.00055987i, -0.00031341+0.00142266i, +0.00104796-0.00194289i, +0.01221026-0.00000000i, +0.00123062-0.00123025i
+0.00175204+0.00054641i, -0.00022682+0.00114381i, +0.00057980+0.00055232i, +0.00084755-0.00053439i, +0.00155039+0.00154916i, +0.00009242+0.00211481i, -0.00049158-0.00169948i, -0.00133588+0.00048821i, +0.00122372-0.00009534i, -0.00202254-0.00066225i, -0.00106123+0.00091024i, -0.00195233+0.00186930i, -0.00011489-0.00136319i, +0.00045087-0.00140241i, +0.00050398+0.00031102i, +0.00162949-0.00351612i, -0.00042764-0.00080952i, -0.00213262-0.00218983i, +0.00218991-0.00045556i, -0.00020232-0.00000447i, +0.00003599-0.00100118i, -0.00227375+0.00143007i, +0.00150998-0.00005936i, -0.00241489+0.00098280i, +0.00053439-0.00103131i, -0.00083369+0.00059659i, -0.00041881-0.00131139i, -0.00093849+0.00006277i, +0.00030606+0.00143046i, -0.00220694-0.00003098i, -0.00079381-0.00100581i, +0.00087462-0.00246362i, +0.00009467-0.00128765i, -0.00212639-0.00116236i, +0.00186890-0.00125536i, +0.00107149+0.00088209i, -0.00013837-0.00133612i, -0.00005589+0.00082525i, +0.00006899-0.00101260i, -0.00171642+0.00067619i, +0.00120630-0.00074950i, +0.00119557-0.00056642i, +0.00148163+0.00152880i, -0.00108944+0.00165208i, -0.00166795-0.00200318i, +0.00225546-0.00102626i, +0.00087892+0.00126371i, -0.00175842+0.00038309i, -0.00023906-0.00302528i, +0.00011897-0.00111218i, +0.00191010-0.00005922i, -0.00057903+0.00125492i, +0.00015336-0.00261258i, +0.00067360-0.00296410i, +0.00018891+0.00177410i, -0.00009348-0.00063094i, +0.00071706+0.00015456i, -0.00245762-0.00305994i, -0.00119071-0.00061458i, -0.00070486-0.00143617i, -0.00001799+0.00086447i, +0.00225917-0.00067088i, +0.00123062+0.00123025i, +0.01368800+0.00000000i
