+0.01583578+0.00000000i, +0.00034634-0.00016875i, +0.00007931-0.00006169i, +0.00031329+0.00006248i, -0.00017210-0.00022931i, -0.00010373+0.00014743i, +0.00026997-0.00017098i, -0.00009934-0.00020270i, +0.00012972+0.00022103i, -0.00004044-0.00008836i, +0.00009526+0.00000351i, -0.00016359+0.00000069i, -0.00008986-0.00014911i, -0.00044017-0.00006439i, +0.00011474+0.00014329i, +0.00010566-0.00009564i, +0.00016045-0.00016121i, -0.00000865+0.00021893i, +0.00010827-0.00013506i, +0.00014259-0.00001342i, +0.00012801-0.00021953i, +0.00010075+0.00019586i, -0.00030085+0.00005656i, -0.00018057+0.00009780i, +0.00031846+0.00004593i, -0.00006285+0.00006374i, -0.00005677-0.00009497i, +0.00018628-0.00030663i, +0.00011522-0.00012591i, +0.00011662+0.00007297i, -0.00002529+0.00006257i, -0.00008264+0.00016644i, -0.00017068-0.00024776i, +0.00014525-0.00002667i, -0.00009937-0.00000111i, -0.00018935-0.00010188i, +0.00020550+0.00016946i, +0.00027190-0.00001412i, -0.00002421-0.00003951i, +0.00005681+0.00026390i, +0.00022297-0.00004269i, +0.00014276+0.00022049i, +0.00005069+0.00003493i, -0.00002187-0.00003287i, +0.00020404+0.00001645i, -0.00001824+0.00015170i, -0.00005814+0.00000311i, -0.00004616-0.00005128i, +0.00002207-0.00017277i, -0.00007907-0.00009781i, +0.00008808+0.00008815i, -0.00001693+0.00006920i, +0.00005802+0.00017136i, +0.00008017+0.00021026i, -0.00013266-0.00014096i, +0.00006860-0.00004449i, -0.00000477-0.00003872i, +0.00008857-0.00002263i, -0.00018745+0.00009731i, +0.00015624-0.00005385i, +0.00023032-0.00004600i, +0.00003091+0.00017600i, -0.00002798-0.00027967i, -0.00003569-0.00010584i
+0.00008017-0.00021026i, -0.00006323-0.00020410i, -0.00005503-0.00006352i, +0.00012375+0.00000345i, -0.00016319+0.00008101i, -0.00002481+0.00010911i, -0.00010757-0.00012860i, -0.00015859+0.00006952i, +0.00013567-0.00010863i, -0.00004046-0.00008255i, -0.00005954+0.00002053i, -0.00006823+0.00013890i, -0.00014128+0.00005085i, -0.00013150+0.00043838i, +0.00005320-0.00006785i, -0.00005180-0.00001234i, +0.00005141-0.00008028i, +0.00012808+0.00013166i, -0.00004377-0.00007309i, +0.00007336-0.00010814i, -0.00001635-0.00018997i, +0.00018602-0.00022548i, -0.00004734+0.00020658i, +0.00004162+0.00023776i, +0.00014643-0.00017091i, +0.00004579-0.00002226i, -0.00015894+0.00008063i, -0.00020877-0.00022099i, +0.00009897-0.00012853i, +0.00011193-0.00007931i, +0.00001107+0.00002010i, +0.00011277+0.00009472i, -0.00018122+0.00015106i, +0.00002140-0.00007502i, -0.00002610-0.00004751i, -0.00006630+0.00021868i, +0.00016499-0.00009378i, +0.00013482-0.00020039i, -0.00004127+0.00004500i, +0.00015565+0.00000716i, +0.00001923-0.00011266i, +0.00023854-0.00005415i, -0.00001899-0.00005334i, +0.00010425+0.00007687i, +0.00003834-0.00006324i, +0.00008885+0.00005792i, -0.00002885+0.00007287i, -0.00002632-0.00004121i, -0.00016096-0.00010515i, -0.00003181+0.00010361i, +0.00005719-0.00008798i, +0.00002039+0.00004587i, +0.00029394-0.00000323i, +0.01590714-0.00000000i, -0.00038928+0.00013440i, -0.00006272-0.00013470i, -0.00002686+0.00007476i, +0.00007718-0.00012740i, -0.00003131+0.00030444i, +0.00003863-0.00031191i, +0.00003612-0.00021542i, +0.00025238+0.00005475i, -0.00023589-0.00003763i, -0.00017005+0.00002423i
-0.00013266+0.00014096i, -0.00005929+0.00009403i, +0.00004530+0.00008469i, -0.00001205-0.00005201i, +0.00014333+0.00007525i, -0.00009587-0.00013225i, +0.00006156+0.00017733i, +0.00013135+0.00007149i, -0.00008547-0.00000475i, +0.00000607-0.00002753i, -0.00003975+0.00004711i, +0.00006771-0.00015850i, +0.00015929+0.00001934i, +0.00007187-0.00013717i, -0.00014246+0.00022168i, -0.00003200+0.00012159i, +0.00000632-0.00001474i, -0.00006210-0.00003836i, +0.00005327+0.00009967i, -0.00006016+0.00004236i, +0.00012999+0.00019468i, -0.00020624-0.00000672i, +0.00008576-0.00023600i, +0.00001774-0.00012071i, -0.00006017+0.00013769i, -0.00007284-0.00000008i, +0.00009231-0.00002959i, +0.00007689+0.00020264i, -0.00000297+0.00009267i, -0.00008028+0.00010786i, +0.00008955-0.00000012i, -0.00001220-0.00016866i, +0.00017785-0.00013844i, +0.00000296+0.00002200i, +0.00010622+0.00002103i, +0.00011157-0.00016246i, -0.00013132+0.00001752i, -0.00015678+0.00011787i, +0.00014493-0.00000560i, -0.00021193-0.00007107i, -0.00004253+0.00005987i, -0.00022356+0.00002160i, -0.00006609+0.00004633i, -0.00005762+0.00000579i, -0.00001069+0.00009507i, -0.00008144-0.00010812i, -0.00003092+0.00006624i, +0.00008382+0.00004411i, +0.00012492+0.00013911i, +0.00008815-0.00017291i, -0.00009255+0.00003825i, +0.00002703-0.00004913i, -0.00022064+0.00009116i, -0.00038928-0.00013440i, +0.01565008-0.00000000i, +0.00008878+0.00012715i, -0.00004439-0.00000593i, -0.00012492-0.00004093i, +0.00004631-0.00033267i, -0.00009983+0.00010490i, -0.00002656+0.00019631i, -0.00008970-0.00010337i, +0.00025085+0.00011196i, +0.00008700+0.00001657i
+0.00006860+0.00004449i, +0.00014187+0.00004303i, +0.00007482-0.00002600i, -0.00003472+0.00007797i, +0.00001911-0.00012098i, -0.00013221-0.00001542i, +0.00010678-0.00008113i, +0.00001471-0.00001494i, +0.00005602+0.00008816i, +0.00002394-0.00003635i, -0.00004421+0.00000075i, -0.00000808-0.00004258i, +0.00004085-0.00006229i, -0.00013748-0.00006407i, +0.00001170+0.00004919i, -0.00004393+0.00014052i, +0.00002313+0.00006874i, -0.00005084+0.00002336i, +0.00006349-0.00001701i, +0.00001375-0.00002391i, +0.00011954-0.00000516i, -0.00003844+0.00008809i, -0.00004219-0.00011762i, -0.00007273-0.00017372i, +0.00007026+0.00007441i, -0.00002685-0.00004775i, -0.00001451-0.00004952i, +0.00008125+0.00004201i, +0.00004535+0.00003866i, +0.00005814+0.00001575i, +0.00002635-0.00001990i, -0.00006978+0.00011125i, +0.00007652-0.00011368i, +0.00004330-0.00000191i, -0.00007664-0.00003314i, +0.00002524-0.00009734i, -0.00003179+0.00016673i, +0.00003435+0.00008384i, +0.00002550+0.00000121i, +0.00002676-0.00000518i, -0.00002869-0.00001158i, -0.00000836+0.00006394i, +0.00001943-0.00007358i, -0.00010336+0.00003498i, +0.00005459+0.00008063i, -0.00013523-0.00001835i, -0.00001000+0.00001597i, +0.00001888+0.00001333i, +0.00011658-0.00000436i, -0.00005965-0.00006023i, +0.00011988+0.00000016i, -0.00001134+0.00002208i, -0.00025457+0.00007779i, -0.00006272+0.00013470i, +0.00008878-0.00012715i, +0.01549059-0.00000000i, -0.00009596+0.00002004i, -0.00010197+0.00008814i, +0.00000183+0.00003099i, +0.00009110-0.00004315i, +0.00002381+0.00004236i, -0.00013871+0.00006722i, +0.00025318-0.00016051i, +0.00000373-0.00008370i
-0.00000477+0.00003872i, -0.00006319-0.00019498i, -0.00006052-0.00000478i, +0.00014814-0.00006188i, -0.00004980-0.00001845i, +0.00011436+0.00006489i, -0.00005588-0.00003956i, -0.00001776+0.00007864i, +0.00007389-0.00010166i, -0.00005013-0.00008806i, +0.00004381-0.00004663i, -0.00001160+0.00008791i, +0.00000180+0.00011665i, +0.00007255+0.00013982i, +0.00010112-0.00004667i, -0.00002317-0.00007122i, -0.00012303-0.00005379i, +0.00013026+0.00002313i, +0.00003996-0.00006148i, -0.00000820-0.00002301i, -0.00006515+0.00001909i, +0.00000616-0.00006317i, +0.00002744+0.00006427i, +0.00003981+0.00009634i, -0.00007244-0.00025969i, -0.00002493+0.00003361i, -0.00002159+0.00004690i, -0.00010028-0.00014871i, -0.00006260-0.00006531i, -0.00004793-0.00008600i, -0.00000019+0.00001466i, +0.00003491+0.00003683i, -0.00000597+0.00013798i, -0.00005416-0.00006332i, -0.00000143-0.00004026i, -0.00000585+0.00015900i, +0.00005681-0.00015823i, -0.00010890-0.00005900i, -0.00014753+0.00002145i, +0.00014698-0.00013224i, -0.00000096+0.00002360i, +0.00011422+0.00002950i, -0.00007923-0.00007220i, +0.00004682-0.00000551i, +0.00001699-0.00000450i, +0.00005872+0.00000788i, +0.00003287+0.00004352i, -0.00010832-0.00000574i, -0.00016208+0.00003253i, -0.00001589+0.00006398i, +0.00002890-0.00004236i, +0.00001765-0.00005908i, +0.00010275-0.00005466i, -0.00002686-0.00007476i, -0.00004439+0.00000593i, -0.00009596-0.00002004i, +0.01574190+0.00000000i, -0.00003105-0.00013195i, +0.00015766+0.00003280i, +0.00023904-0.00022069i, +0.00000163-0.00009691i, +0.00004659-0.00013903i, -0.00017635+0.00008234i, -0.00004314+0.00006491i
+0.00008857+0.00002263i, +0.00016504-0.00003207i, -0.00000641-0.00011390i, +0.00000192+0.00002816i, -0.00014504-0.00006893i, +0.00000124+0.00005221i, -0.00007082-0.00005902i, -0.00003788+0.00001663i, +0.00017502-0.00002196i, +0.00005244+0.00004837i, -0.00000947-0.00000014i, -0.00005696+0.00002144i, -0.00007995+0.00002005i, -0.00010444+0.00006024i, +0.00000409+0.00002110i, -0.00002164-0.00008277i, -0.00001391-0.00008383i, -0.00008486+0.00000008i, -0.00004016-0.00009770i, +0.00003532-0.00002788i, -0.00003391-0.00011605i, +0.00008642-0.00005541i, -0.00008961+0.00006778i, -0.00007789+0.00006314i, +0.00007199-0.00011804i, +0.00010472-0.00011399i, +0.00001429-0.00004341i, +0.00004492-0.00020668i, +0.00000614-0.00001523i, -0.00002361-0.00009983i, -0.00005507-0.00001595i, +0.00006935+0.00001873i, -0.00014246+0.00008557i, -0.00005432-0.00002137i, -0.00005423-0.00002547i, -0.00001564+0.00011184i, +0.00007913+0.00000577i, +0.00025406-0.00010085i, +0.00001225-0.00005001i, +0.00013818+0.00009187i, -0.00008353+0.00000683i, +0.00007567+0.00006289i, -0.00007078-0.00003376i, +0.00001249-0.00005182i, -0.00001133-0.00005845i, +0.00017775+0.00014443i, -0.00006527+0.00003243i, -0.00006244+0.00002848i, -0.00007893-0.00010331i, -0.00008081+0.00002612i, +0.00005062-0.00002516i, +0.00000040-0.00000892i, +0.00015504-0.00001513i, +0.00007718+0.00012740i, -0.00012492+0.00004093i, -0.00010197-0.00008814i, -0.00003105+0.00013195i, +0.01559686+0.00000000i, +0.00019135+0.00007320i, +0.00003674+0.00003628i, +0.00012994-0.00005426i, -0.00000533+0.00006091i, -0.00013480-0.00008239i, -0.00001331+0.00002639i
-0.00018745-0.00009731i, -0.00011781-0.00007058i, -0.00004470+0.00005028i, +0.00010329-0.00009025i, -0.00001059+0.00015272i, +0.00016296+0.00001327i, -0.00013772+0.00003591i, -0.00006177+0.00021612i, +0.00003314-0.00013551i, -0.00007312-0.00001927i, -0.00002784+0.00001282i, +0.00009888+0.00012877i, +0.00002676+0.00011596i, +0.00021745+0.00012691i, -0.00013336-0.00005154i, -0.00013548-0.00008318i, -0.00011741-0.00004352i, +0.00015195-0.00006736i, -0.00018628-0.00005964i, -0.00003244-0.00010146i, -0.00025351+0.00002737i, -0.00001368-0.00021482i, +0.00023483+0.00011136i, +0.00014922+0.00003097i, -0.00014053-0.00010424i, +0.00005938-0.00001739i, +0.00002190+0.00001770i, -0.00032468-0.00000086i, -0.00013144-0.00000435i, -0.00004274-0.00002939i, +0.00003395+0.00005526i, +0.00015437+0.00003013i, -0.00000475+0.00023952i, -0.00016405-0.00001345i, -0.00007620+0.00009752i, +0.00016951+0.00023899i, -0.00008877-0.00021695i, -0.00023014-0.00011191i, -0.00005024+0.00005779i, +0.00014175-0.00022934i, -0.00026538-0.00006309i, -0.00001805-0.00013751i, -0.00004644-0.00002710i, -0.00008825-0.00003710i, -0.00006452-0.00006443i, +0.00001894-0.00003971i, +0.00004537-0.00005923i, -0.00001980+0.00006118i, -0.00028174+0.00005595i, +0.00014168+0.00007293i, +0.00004976-0.00008480i, +0.00005822-0.00004892i, -0.00003022-0.00020698i, -0.00003131-0.00030444i, +0.00004631+0.00033267i, +0.00000183-0.00003099i, +0.00015766-0.00003280i, +0.00019135-0.00007320i, +0.01555033+0.00000000i, -0.00020569+0.00001717i, -0.00022200-0.00005674i, +0.00008064-0.00012591i, -0.00012162+0.00022178i, -0.00002723+0.00012061i
+0.00015624+0.00005385i, +0.00018361-0.00002033i, +0.00006519-0.00011351i, +0.00004500+0.00018963i, +0.00004448-0.00010775i, -0.00013320+0.00000149i, +0.00021544-0.00006284i, +0.00006084-0.00018750i, -0.00002856+0.00011602i, -0.00005065+0.00003305i, -0.00001988+0.00000973i, -0.00007224-0.00000778i, +0.00003277-0.00007498i, -0.00024081-0.00003829i, +0.00003377+0.00005288i, +0.00006776-0.00002276i, +0.00005561+0.00006365i, -0.00004125+0.00014572i, +0.00005842+0.00001747i, +0.00003726+0.00000665i, +0.00018258-0.00003022i, +0.00007878+0.00018720i, -0.00013722-0.00002559i, -0.00018615-0.00007518i, +0.00009536+0.00002481i, -0.00010381-0.00000450i, -0.00014364-0.00013778i, +0.00026337-0.00019966i, +0.00003869+0.00001507i, +0.00003821-0.00005148i, -0.00002043+0.00001281i, +0.00001761-0.00001248i, +0.00000270-0.00007067i, +0.00006322+0.00005397i, +0.00002600-0.00006464i, -0.00019896-0.00011734i, +0.00013865+0.00016602i, +0.00012565+0.00011649i, -0.00011298-0.00004508i, -0.00009361+0.00017582i, +0.00006559-0.00001370i, -0.00001327+0.00009660i, +0.00004954+0.00004789i, +0.00004995+0.00009758i, +0.00008932+0.00004788i, -0.00002115+0.00008344i, -0.00002346-0.00001091i, +0.00000118-0.00009645i, +0.00006855-0.00014500i, +0.00004559-0.00008336i, +0.00000497-0.00008228i, -0.00009114+0.00013961i, +0.00000516+0.00018265i, +0.00003863+0.00031191i, -0.00009983-0.00010490i, +0.00009110+0.00004315i, +0.00023904+0.00022069i, +0.00003674-0.00003628i, -0.00020569-0.00001717i, +0.01559681-0.00000000i, +0.00012092+0.00007104i, +0.00003904+0.00022477i, +0.00010025-0.00023864i, -0.00010065-0.00004390i
+0.00023032+0.00004600i, +0.00021408-0.00000182i, +0.00000990-0.00001336i, -0.00000248+0.00003020i, -0.00006281-0.00024811i, -0.00018079+0.00005508i, +0.00007182-0.00013168i, -0.00001709-0.00018379i, +0.00011058+0.00011309i, +0.00002822+0.00004379i, +0.00005868-0.00000840i, -0.00010624-0.00006464i, -0.00003260-0.00015967i, -0.00020684-0.00004660i, +0.00000443+0.00004768i, +0.00006768-0.00005760i, +0.00013002-0.00004195i, -0.00011824+0.00015558i, +0.00010562-0.00006142i, +0.00012834+0.00006552i, +0.00031700-0.00015506i, +0.00006794+0.00011901i, -0.00014981-0.00002164i, -0.00015406+0.00003672i, +0.00019698-0.00001007i, -0.00001211-0.00000093i, -0.00010484-0.00006529i, +0.00022635-0.00014601i, +0.00012795-0.00008752i, +0.00011613+0.00000682i, -0.00002428-0.00003082i, -0.00014034+0.00006432i, -0.00016870-0.00019775i, +0.00011099-0.00000455i, +0.00009368-0.00006551i, -0.00021974-0.00012753i, +0.00004571+0.00013044i, +0.00021397+0.00006920i, +0.00001838-0.00002820i, -0.00000670+0.00027878i, +0.00022356+0.00000569i, +0.00003732+0.00019837i, +0.00007052+0.00000152i, +0.00001720+0.00005591i, +0.00011293-0.00000240i, -0.00004694+0.00012036i, +0.00000909+0.00003991i, +0.00000829-0.00003489i, +0.00018570+0.00001079i, -0.00018413-0.00009782i, +0.00001440+0.00013541i, +0.00006643+0.00004370i, +0.00006641+0.00027374i, +0.00003612+0.00021542i, -0.00002656-0.00019631i, +0.00002381-0.00004236i, +0.00000163+0.00009691i, +0.00012994+0.00005426i, -0.00022200+0.00005674i, +0.00012092-0.00007104i, +0.01563835+0.00000000i, -0.00005290+0.00005521i, -0.00001429-0.00038469i, -0.00020830+0.00002388i
+0.00003091-0.00017600i, -0.00007454-0.00016063i, -0.00003289-0.00002419i, +0.00012627-0.00004441i, -0.00012243+0.00005545i, +0.00005081-0.00006421i, -0.00014017-0.00005340i, -0.00011952+0.00004230i, +0.00011241-0.00005412i, -0.00000659-0.00004854i, +0.00002037-0.00004839i, -0.00002821+0.00012553i, -0.00009086+0.00005346i, +0.00003426+0.00024325i, +0.00012390-0.00003562i, -0.00000570-0.00003478i, -0.00000912-0.00009816i, +0.00007536-0.00000978i, -0.00004895-0.00003407i, -0.00001217-0.00007248i, -0.00008095-0.00013418i, +0.00017408-0.00025351i, -0.00000825+0.00013802i, +0.00007445+0.00014557i, -0.00003819-0.00010976i, -0.00006166-0.00001739i, -0.00003672+0.00012334i, -0.00021866-0.00022891i, -0.00003222-0.00012572i, +0.00004095-0.00010995i, -0.00003621+0.00006167i, +0.00009303+0.00010000i, -0.00009551+0.00022888i, -0.00008614-0.00007959i, -0.00008983+0.00009686i, -0.00004200+0.00020808i, +0.00003754-0.00017273i, -0.00006276-0.00022807i, -0.00001263+0.00004250i, +0.00011833-0.00006739i, +0.00004304-0.00011011i, +0.00022405-0.00017539i, -0.00002068-0.00005664i, +0.00006854+0.00000703i, -0.00004760-0.00014210i, +0.00009750-0.00003794i, -0.00007157+0.00006516i, -0.00000792-0.00006181i, -0.00002047-0.00010417i, -0.00000322+0.00007644i, +0.00008858-0.00005039i, +0.00004900-0.00000842i, +0.00011454-0.00016211i, +0.00025238-0.00005475i, -0.00008970+0.00010337i, -0.00013871-0.00006722i, +0.00004659+0.00013903i, -0.00000533-0.00006091i, +0.00008064+0.00012591i, +0.00003904-0.00022477i, -0.00005290-0.00005521i, +0.01568941-0.00000000i, -0.00051547+0.00002279i, -0.00005775+0.00016485i
-0.00002798+0.00027967i, +0.00000774+0.00021958i, +0.00011305+0.00005104i, -0.00012972-0.00005605i, +0.00027583-0.00016102i, -0.00004308-0.00015092i, +0.00021751-0.00000947i, +0.00027782-0.00000308i, -0.00016574+0.00013756i, +0.00003593-0.00003240i, -0.00005020-0.00000122i, +0.00003736-0.00018945i, +0.00023568-0.00006987i, +0.00011509-0.00035512i, -0.00013445+0.00012511i, +0.00010157+0.00009803i, -0.00005064+0.00007079i, -0.00014573-0.00006099i, +0.00010061+0.00021402i, -0.00001478+0.00010148i, +0.00016016+0.00031935i, -0.00018661+0.00017379i, +0.00025672-0.00037494i, -0.00005994-0.00023802i, -0.00005157+0.00022584i, -0.00004193-0.00009582i, +0.00017360-0.00014482i, +0.00029581+0.00022699i, +0.00007279+0.00008641i, -0.00007265+0.00011431i, +0.00002002-0.00007517i, -0.00016849-0.00016792i, +0.00032183-0.00020293i, -0.00002619+0.00012538i, +0.00010646-0.00008340i, +0.00019436-0.00030240i, -0.00009999+0.00021604i, -0.00005875+0.00028315i, +0.00001136-0.00008882i, -0.00035826-0.00007012i, -0.00001448+0.00008795i, -0.00029078+0.00010839i, -0.00008343+0.00004383i, -0.00009591-0.00008687i, +0.00006506+0.00025348i, -0.00013559-0.00005078i, -0.00002186-0.00011055i, +0.00005345-0.00008643i, +0.00012576+0.00022288i, +0.00013023-0.00008226i, -0.00016274+0.00000390i, +0.00004089+0.00004056i, -0.00016588+0.00012436i, -0.00023589+0.00003763i, +0.00025085-0.00011196i, +0.00025318+0.00016051i, -0.00017635-0.00008234i, -0.00013480+0.00008239i, -0.00012162-0.00022178i, +0.00010025+0.00023864i, -0.00001429+0.00038469i, -0.00051547-0.00002279i, +0.01590390+0.00000000i, +0.00004498-0.00008126i
-0.00003569+0.00010584i, -0.00009254+0.00001821i, -0.00008328+0.00006400i, -0.00007520-0.00005485i, +0.00003552+0.00001275i, +0.00002361-0.00004337i, -0.00003919+0.00011687i, +0.00006445-0.00012496i, -0.00004765-0.00004995i, -0.00002582+0.00000667i, -0.00002394-0.00002812i, +0.00000591+0.00004002i, +0.00007371+0.00000415i, +0.00002269-0.00006732i, -0.00003421-0.00000668i, +0.00001555+0.00010309i, -0.00000343+0.00002422i, -0.00003755-0.00006671i, +0.00004933+0.00001785i, -0.00011752+0.00003052i, -0.00000097+0.00006670i, -0.00009808-0.00009843i, +0.00005533-0.00007336i, +0.00013741-0.00004202i, -0.00002057+0.00005286i, +0.00007529+0.00001616i, +0.00007412+0.00003451i, +0.00005980+0.00009820i, +0.00002112+0.00002489i, -0.00003078-0.00001471i, -0.00005558-0.00006898i, +0.00004781-0.00006452i, +0.00003402-0.00000697i, -0.00009580+0.00011571i, -0.00002584+0.00000664i, +0.00009299-0.00005601i, -0.00012675+0.00003306i, -0.00004258+0.00008260i, +0.00003598+0.00000548i, -0.00009545-0.00006657i, -0.00009510+0.00011300i, -0.00003783-0.00000471i, -0.00006519+0.00005330i, -0.00002505-0.00004582i, -0.00001796+0.00000900i, +0.00007052-0.00004934i, +0.00008868-0.00000601i, +0.00004320-0.00004290i, +0.00007228-0.00002060i, +0.00000057-0.00013841i, -0.00002809+0.00005664i, -0.00018266-0.00011808i, -0.00013715+0.00004580i, -0.00017005-0.00002423i, +0.00008700-0.00001657i, +0.00000373+0.00008370i, -0.00004314-0.00006491i, -0.00001331-0.00002639i, -0.00002723-0.00012061i, -0.00010065+0.00004390i, -0.00020830-0.00002388i, -0.00005775-0.00016485i, +0.00004498+0.00008126i, +0.01542239-0.00000000i
