+0.01683185-0.00000000i, -0.00040778+0.00051927i, -0.00048139-0.00048342i, -0.00008264+0.00010302i, +0.00049048+0.00120926i, -0.00050041-0.00079872i, +0.00025259+0.00050142i, +0.00021764-0.00002641i, -0.00143125-0.00040680i, +0.00006804-0.00030791i, -0.00000517-0.00006870i, -0.00029316+0.00057100i, +0.00019823-0.00043682i, -0.00010981-0.00024570i, -0.00038186+0.00020930i, -0.00048493+0.00000909i, -0.00019656-0.00020744i, +0.00037834+0.00028009i, -0.00043939-0.00042482i, +0.00072389-0.00008100i, -0.00067575+0.00015305i, +0.00080320+0.00011457i, +0.00102791-0.00015613i, +0.00040530-0.00041307i, -0.00002716+0.00037496i, +0.00030318-0.00076412i, +0.00023331-0.00055044i, -0.00020227+0.00057589i, +0.00097626+0.00099964i, +0.00013340+0.00053808i, -0.00044956+0.00078103i, +0.00021261+0.00109686i, -0.00041815+0.00064700i, +0.00045315-0.00007908i, -0.00011068-0.00000402i, -0.00061583+0.00031653i, +0.00026140-0.00005621i, +0.00044342-0.00021727i, +0.00024323+0.00023956i, +0.00041018+0.00007455i, +0.00112042+0.00114461i, -0.00009023-0.00119855i, -0.00060329-0.00009098i, -0.00021464+0.00000443i, +0.00090689-0.00045706i, -0.00009537+0.00019774i, +0.00014803-0.00019643i, +0.00039221-0.00027816i, -0.00001372+0.00053125i, -0.00018906-0.00079883i, -0.00002856-0.00029053i, +0.00031788-0.00031025i, -0.00032777-0.00076563i, +0.00040623+0.00023047i, +0.00053941+0.00024684i, -0.00026661+0.00018163i, -0.00141164-0.00015122i, -0.00049283-0.00034338i, +0.00001338+0.00036784i, -0.00020291-0.00046872i, +0.00043579+0.00001461i, +0.00031264-0.00056851i, +0.00043344+0.00063622i, +0.00028580-0.00015626i
+0.00040623-0.00023047i, +0.00003216+0.00144529i, -0.00039627+0.00004006i, +0.00010260-0.00043200i, +0.00056806+0.00077359i, +0.00010148-0.00095125i, -0.00027175+0.00070076i, -0.00006310+0.00029503i, -0.00089754-0.00029919i, +0.00004243-0.00115587i, -0.00057132+0.00001424i, -0.00020074+0.00070449i, -0.00015232-0.00065657i, -0.00046380+0.00070570i, -0.00020805-0.00003875i, -0.00028656+0.00030060i, -0.00117480-0.00043463i, +0.00081501+0.00062741i, -0.00055738-0.00022362i, +0.00108338-0.00031024i, -0.00101922+0.00078076i, +0.00049902-0.00019572i, +0.00031151-0.00078395i, +0.00011065-0.00036024i, +0.00005327+0.00064262i, +0.00062239+0.00052862i, -0.00048763-0.00048797i, -0.00004189+0.00014584i, +0.00095265+0.00108657i, +0.00036898-0.00014353i, -0.00061473+0.00039474i, +0.00082262+0.00070093i, -0.00122456+0.00056342i, -0.00015823+0.00018032i, +0.00000378+0.00036364i, -0.00008360+0.00038536i, +0.00036614+0.00057795i, +0.00116129-0.00036199i, -0.00016601-0.00049133i, +0.00053583+0.00042866i, +0.00102675+0.00050205i, -0.00005592-0.00096044i, -0.00065408-0.00039710i, +0.00008197+0.00031904i, +0.00039085+0.00068170i, +0.00014058+0.00005108i, -0.00019278-0.00013754i, +0.00029483-0.00008824i, -0.00038636+0.00032527i, -0.00025596-0.00117872i, -0.00011093-0.00033950i, -0.00003070-0.00073367i, -0.00052910-0.00022612i, +0.01385794-0.00000000i, +0.00040923+0.00035213i, -0.00012279+0.00071881i, -0.00089779-0.00030878i, -0.00044702-0.00060953i, +0.00023166+0.00053260i, +0.00015471+0.00000219i, +0.00077916-0.00034739i, +0.00004577-0.00068062i, +0.00098482+0.00038938i, +0.00079496-0.00046032i
+0.00053941-0.00024684i, +0.00001232+0.00069142i, -0.00099582-0.00028907i, -0.00006191-0.00031332i, +0.00117395+0.00066303i, -0.00020153-0.00017691i, +0.00027904+0.00025711i, -0.00020983+0.00041255i, -0.00087188-0.00019697i, +0.00004292-0.00033621i, +0.00004806+0.00069995i, -0.00000031+0.00085101i, -0.00003380-0.00073408i, +0.00001609+0.00012389i, -0.00080385-0.00010832i, -0.00047193+0.00036618i, -0.00125294-0.00044519i, +0.00000107+0.00065090i, -0.00134202-0.00066245i, +0.00108567-0.00078660i, -0.00023998+0.00069402i, +0.00033713+0.00014958i, +0.00019477-0.00066058i, +0.00012548-0.00022606i, +0.00004551+0.00046432i, +0.00036179-0.00022125i, -0.00039338-0.00055611i, -0.00041207+0.00043304i, +0.00150591+0.00055674i, +0.00090450+0.00091026i, -0.00092692+0.00009920i, +0.00089405+0.00060242i, -0.00064956+0.00087546i, +0.00029915+0.00000522i, +0.00063014+0.00009078i, -0.00014899+0.00038607i, +0.00024467+0.00075027i, +0.00065584-0.00038807i, +0.00073363-0.00038776i, +0.00044274+0.00036686i, +0.00091408+0.00006461i, -0.00065099-0.00129577i, -0.00108964+0.00013259i, -0.00032558+0.00030940i, +0.00062949+0.00028430i, +0.00033804+0.00030981i, -0.00035218-0.00018580i, +0.00069235+0.00002890i, +0.00099003+0.00019260i, +0.00002375-0.00051620i, +0.00012419+0.00035471i, -0.00006316-0.00019237i, -0.00045584-0.00059777i, +0.00040923-0.00035213i, +0.01355604+0.00000000i, +0.00011802-0.00026093i, -0.00144103-0.00055734i, -0.00074222-0.00034649i, +0.00017621+0.00061522i, -0.00003312-0.00045251i, +0.00075292-0.00007071i, +0.00032946-0.00056341i, +0.00073421-0.00017706i, +0.00050431-0.00055038i
-0.00026661-0.00018163i, +0.00061952-0.00040087i, +0.00041646+0.00024263i, -0.00071267-0.00041909i, +0.00012985-0.00093021i, -0.00009508+0.00026663i, +0.00041605-0.00085372i, +0.00050161-0.00121874i, -0.00019315+0.00098939i, -0.00064208+0.00021955i, +0.00024296+0.00004341i, +0.00116596+0.00018373i, -0.00064049+0.00062000i, +0.00026935+0.00005102i, +0.00050706+0.00018125i, +0.00048910+0.00031333i, +0.00046389+0.00091409i, +0.00016009-0.00020895i, +0.00033588+0.00059569i, -0.00185161-0.00151043i, +0.00070497+0.00079676i, -0.00054555-0.00059471i, -0.00074978+0.00007760i, -0.00018628+0.00046230i, +0.00001394-0.00065532i, -0.00022599-0.00038563i, +0.00007757+0.00050811i, +0.00049766-0.00044755i, +0.00059522-0.00137937i, +0.00023455-0.00105150i, +0.00090952+0.00011600i, -0.00005422-0.00165214i, +0.00073603+0.00053338i, -0.00022103-0.00002597i, +0.00027730-0.00041974i, +0.00064165-0.00017174i, +0.00062452-0.00040421i, -0.00059666-0.00040232i, -0.00014043+0.00018657i, +0.00050755-0.00123549i, -0.00044590-0.00141563i, -0.00067567+0.00069833i, +0.00056572+0.00077858i, +0.00020159-0.00033781i, +0.00038097-0.00046284i, +0.00023134-0.00043508i, +0.00013187+0.00054519i, -0.00035206-0.00047169i, -0.00003843-0.00005455i, -0.00045080+0.00054962i, -0.00001588+0.00036093i, -0.00011382+0.00105729i, +0.00011119+0.00122537i, -0.00012279-0.00071881i, +0.00011802+0.00026093i, +0.01377719+0.00000000i, +0.00058269+0.00098670i, +0.00043016+0.00085862i, +0.00046046-0.00020045i, -0.00022782+0.00053626i, -0.00067369-0.00050773i, -0.00052390+0.00057022i, -0.00056909-0.00090766i, -0.00171389-0.00030382i
-0.00141164+0.00015122i, -0.00017329-0.00171554i, +0.00094827-0.00001530i, +0.00034447+0.00043922i, -0.00238763-0.00161287i, +0.00052393+0.00071210i, -0.00065512-0.00125733i, -0.00003841-0.00111076i, +0.00215810+0.00131906i, -0.00008708+0.00110188i, +0.00005515-0.00051098i, -0.00024870-0.00188941i, +0.00030743+0.00235106i, +0.00028919-0.00012893i, +0.00111736+0.00004166i, +0.00051740-0.00051227i, +0.00230000+0.00139142i, +0.00006001-0.00087978i, +0.00116224+0.00025521i, -0.00183158+0.00145298i, -0.00015275-0.00118945i, -0.00155287+0.00021097i, -0.00062352+0.00098412i, +0.00009068+0.00061262i, -0.00100052-0.00068610i, -0.00066989+0.00038597i, +0.00103401+0.00045909i, +0.00074183-0.00085400i, -0.00372911-0.00283541i, -0.00139583-0.00130652i, +0.00132872-0.00118006i, -0.00159982-0.00105494i, +0.00170817-0.00153696i, -0.00087728+0.00024766i, -0.00027875-0.00054980i, +0.00028692-0.00037455i, -0.00028587-0.00169658i, -0.00109922+0.00076861i, -0.00048617+0.00024957i, -0.00158435-0.00051282i, -0.00239133-0.00033576i, +0.00112047+0.00207531i, +0.00184582-0.00018297i, +0.00020172-0.00094214i, -0.00161670-0.00029016i, -0.00053142-0.00052454i, +0.00062738+0.00012828i, -0.00039959+0.00062013i, +0.00000691+0.00001520i, +0.00025184+0.00113248i, +0.00003846+0.00067170i, +0.00024903+0.00030814i, +0.00134034+0.00135893i, -0.00089779+0.00030878i, -0.00144103+0.00055734i, +0.00058269-0.00098670i, +0.01779097-0.00000000i, +0.00168491-0.00014446i, -0.00040555-0.00036703i, -0.00011366+0.00085520i, -0.00098922+0.00166686i, +0.00005857+0.00216863i, -0.00213890-0.00012272i, -0.00143121+0.00163836i
-0.00049283+0.00034338i, -0.00073580-0.00108719i, +0.00043956-0.00031207i, +0.00032677+0.00038053i, -0.00166603-0.00029650i, +0.00005933+0.00045375i, -0.00085681-0.00072057i, -0.00028059-0.00050038i, +0.00159442-0.00020112i, +0.00076372+0.00117662i, -0.00011672-0.00008253i, -0.00077787-0.00110904i, +0.00050893+0.00113097i, +0.00033564+0.00066678i, +0.00031639+0.00007216i, +0.00009693-0.00073560i, +0.00158441-0.00015479i, -0.00006812+0.00020943i, +0.00083155-0.00060963i, -0.00075669+0.00132777i, -0.00008393-0.00078352i, -0.00163697+0.00031413i, +0.00002757+0.00024838i, +0.00004540+0.00049239i, -0.00120138-0.00020810i, -0.00108932+0.00105226i, +0.00090297+0.00002316i, +0.00014828-0.00044714i, -0.00174967-0.00070139i, -0.00276075-0.00111409i, +0.00035779-0.00106598i, -0.00142067+0.00013862i, +0.00049622-0.00165597i, -0.00030680-0.00055638i, -0.00055051-0.00066931i, +0.00013447-0.00050565i, -0.00059762-0.00074762i, -0.00036795+0.00045442i, +0.00025436-0.00000602i, -0.00087209-0.00038058i, -0.00176575+0.00037763i, +0.00090062+0.00135197i, +0.00100901-0.00048953i, +0.00010966-0.00041900i, -0.00049372-0.00040021i, -0.00127075-0.00038934i, +0.00079479+0.00005123i, -0.00045197+0.00051996i, -0.00030142-0.00002874i, +0.00073049+0.00059380i, +0.00021511-0.00021484i, +0.00044235+0.00055047i, +0.00075581+0.00005398i, -0.00044702+0.00060953i, -0.00074222+0.00034649i, +0.00043016-0.00085862i, +0.00168491+0.00014446i, +0.01483815+0.00000000i, -0.00017054-0.00052530i, -0.00005887+0.00016829i, -0.00102995+0.00059774i, +0.00041536+0.00152340i, -0.00092285+0.00061821i, -0.00042834+0.00151520i
+0.00001338-0.00036784i, +0.00011051+0.00008135i, -0.00062151+0.00045620i, -0.00015064-0.00027935i, +0.00028746-0.00023479i, -0.00012940+0.00011724i, +0.00067349-0.00016908i, +0.00011768+0.00001721i, -0.00037156+0.00054746i, -0.00032840+0.00003029i, +0.00010321+0.00076579i, +0.00023676+0.00055192i, -0.00019185-0.00003074i, +0.00005835+0.00019537i, -0.00039376-0.00053047i, +0.00014964+0.00010216i, -0.00029980+0.00081390i, +0.00014111+0.00036037i, -0.00063890+0.00080958i, +0.00025699-0.00094335i, +0.00043992+0.00062557i, +0.00028389-0.00048498i, +0.00039236-0.00016159i, -0.00002276-0.00000495i, +0.00039596-0.00001385i, +0.00024645-0.00013271i, -0.00061839+0.00066707i, +0.00039325+0.00021281i, +0.00074707-0.00056282i, +0.00078785-0.00040137i, +0.00112227+0.00105483i, +0.00051956-0.00044261i, +0.00013158+0.00029052i, +0.00004863-0.00023374i, +0.00003750-0.00061128i, -0.00024828+0.00018460i, +0.00049251-0.00033729i, -0.00042711-0.00079254i, -0.00003031+0.00026404i, +0.00015221-0.00038097i, +0.00046827-0.00066499i, -0.00064432-0.00008809i, -0.00079585+0.00123136i, +0.00003119+0.00002798i, +0.00025149-0.00010697i, +0.00047871-0.00002572i, +0.00011241-0.00011476i, +0.00008322-0.00024302i, -0.00024173-0.00012472i, -0.00041321-0.00005100i, +0.00025231+0.00012106i, +0.00010168+0.00013161i, -0.00009455+0.00029990i, +0.00023166-0.00053260i, +0.00017621-0.00061522i, +0.00046046+0.00020045i, -0.00040555+0.00036703i, -0.00017054+0.00052530i, +0.01356236-0.00000000i, +0.00017168-0.00058388i, -0.00076367-0.00081607i, -0.00059856-0.00065390i, +0.00034642-0.00118434i, -0.00037906-0.00036837i
-0.00020291+0.00046872i, -0.00032283+0.00015479i, -0.00018401-0.00022710i, -0.00047773-0.00000608i, -0.00013142+0.00061117i, +0.00038608-0.00013571i, -0.00051305+0.00004571i, -0.00004323-0.00013527i, +0.00020725-0.00059006i, +0.00016045-0.00016986i, +0.00018069+0.00028307i, -0.00080597+0.00108554i, +0.00053954-0.00008921i, +0.00020742-0.00027515i, +0.00002781-0.00053086i, -0.00023165-0.00088939i, +0.00013056-0.00049499i, -0.00019313-0.00005327i, +0.00001335-0.00029010i, +0.00001540+0.00135389i, -0.00010273-0.00017525i, +0.00000097+0.00042779i, +0.00028580-0.00002582i, +0.00083559-0.00000756i, -0.00034751+0.00004090i, -0.00003056+0.00020883i, -0.00027506-0.00041249i, -0.00069895+0.00057951i, -0.00040739+0.00058227i, -0.00058285+0.00063133i, -0.00033374-0.00049346i, +0.00054155+0.00068779i, -0.00015019-0.00023767i, +0.00013941+0.00026210i, +0.00005301+0.00023698i, -0.00052673-0.00064790i, -0.00023973-0.00007255i, +0.00022238+0.00027217i, -0.00005212+0.00019122i, -0.00015778+0.00066324i, -0.00038294+0.00068568i, +0.00091955-0.00019641i, -0.00008992-0.00081934i, -0.00084256+0.00079839i, -0.00010953+0.00040132i, +0.00007522+0.00010398i, -0.00005317+0.00000489i, +0.00008282+0.00011544i, -0.00010079+0.00056175i, +0.00036920+0.00019529i, +0.00010790-0.00006233i, +0.00028544+0.00021794i, +0.00011018-0.00037055i, +0.00015471-0.00000219i, -0.00003312+0.00045251i, -0.00022782-0.00053626i, -0.00011366-0.00085520i, -0.00005887-0.00016829i, +0.00017168+0.00058388i, +0.01412691-0.00000000i, -0.00002553-0.00031884i, +0.00055069-0.00013928i, +0.00008991+0.00083357i, +0.00037916-0.00027160i
+0.00043579-0.00001461i, -0.00033387+0.00072647i, -0.00031244-0.00014295i, -0.00019232-0.00009797i, +0.00077969+0.00104683i, -0.00018024-0.00033922i, +0.00011925+0.00057903i, -0.00012052+0.00027303i, -0.00074821-0.00127775i, +0.00021796-0.00074255i, -0.00040339+0.00003652i, -0.00044101+0.00080557i, +0.00034777+0.00019713i, -0.00041299+0.00021370i, -0.00045801-0.00008660i, -0.00024339+0.00055773i, -0.00148288-0.00098625i, -0.00035175+0.00027230i, -0.00026818-0.00032879i, +0.00129876+0.00021521i, -0.00026502-0.00020580i, +0.00055842+0.00055853i, +0.00057448-0.00013065i, -0.00021861-0.00028737i, +0.00057994+0.00091725i, +0.00022272-0.00002124i, -0.00023730-0.00049548i, -0.00043627+0.00018767i, -0.00026831+0.00245494i, +0.00029703+0.00119666i, -0.00057125-0.00000565i, +0.00062620+0.00093771i, -0.00063190-0.00003337i, +0.00013220-0.00020381i, +0.00024404+0.00054535i, -0.00007283-0.00001807i, +0.00005473+0.00163596i, +0.00095886+0.00003128i, -0.00034440+0.00000361i, +0.00070954+0.00071280i, +0.00137925+0.00020563i, +0.00000171-0.00106379i, -0.00066429-0.00025146i, -0.00023903+0.00001392i, -0.00017273+0.00131206i, +0.00035841+0.00027290i, -0.00016657-0.00013236i, +0.00026609-0.00021490i, -0.00025274+0.00037012i, -0.00005805-0.00060945i, -0.00014921+0.00025903i, -0.00010654-0.00059425i, -0.00044513-0.00012445i, +0.00077916+0.00034739i, +0.00075292+0.00007071i, -0.00067369+0.00050773i, -0.00098922-0.00166686i, -0.00102995-0.00059774i, -0.00076367+0.00081607i, -0.00002553+0.00031884i, +0.01566915-0.00000000i, +0.00107189-0.00090679i, +0.00046687+0.00091537i, +0.00133401-0.00069175i
+0.00031264+0.00056851i, -0.00112690-0.00044216i, +0.00003639-0.00034919i, +0.00025826+0.00006667i, -0.00088732+0.00135008i, +0.00075027-0.00031852i, -0.00088407-0.00007077i, -0.00066835-0.00019021i, +0.00076470-0.00105242i, +0.00068257-0.00028488i, -0.00001526-0.00003334i, -0.00094049-0.00027250i, +0.00136406+0.00004386i, -0.00022687+0.00025904i, +0.00011064-0.00107905i, -0.00064850-0.00051792i, +0.00062134-0.00145973i, -0.00088815-0.00042983i, +0.00028105-0.00109951i, +0.00083885+0.00148412i, -0.00068107-0.00028977i, +0.00025157+0.00090467i, +0.00059760+0.00025843i, +0.00063952-0.00011268i, -0.00098704+0.00045924i, +0.00038425+0.00081235i, +0.00026882-0.00071775i, -0.00030972-0.00031823i, -0.00182367+0.00099668i, -0.00210136+0.00232137i, -0.00068287-0.00087868i, -0.00057756+0.00116517i, -0.00063754-0.00104396i, +0.00042461+0.00023983i, -0.00037903+0.00030523i, -0.00015074-0.00034601i, -0.00109197+0.00093164i, +0.00093925+0.00153920i, +0.00026334+0.00041217i, -0.00041873+0.00095368i, -0.00057215+0.00151179i, +0.00163695-0.00098108i, -0.00011877-0.00125569i, -0.00054468-0.00010445i, -0.00041676+0.00040426i, -0.00073663+0.00131483i, +0.00036697-0.00025835i, +0.00051330+0.00033025i, -0.00044004-0.00007582i, +0.00071240+0.00032504i, -0.00001830-0.00008700i, +0.00053050+0.00008142i, +0.00065338-0.00016153i, +0.00004577+0.00068062i, +0.00032946+0.00056341i, -0.00052390-0.00057022i, +0.00005857-0.00216863i, +0.00041536-0.00152340i, -0.00059856+0.00065390i, +0.00055069+0.00013928i, +0.00107189+0.00090679i, +0.01511259-0.00000000i, -0.00018999+0.00167960i, +0.00145637+0.00108252i
+0.00043344-0.00063622i, +0.00023611+0.00120130i, -0.00054811+0.00040116i, -0.00008798-0.00033818i, +0.00154471+0.00097118i, -0.00036563-0.00065449i, +0.00053926+0.00181974i, -0.00000512+0.00066014i, -0.00167757-0.00046881i, +0.00029483-0.00087961i, -0.00030681+0.00056914i, -0.00010802+0.00163655i, -0.00020298-0.00135081i, -0.00026708+0.00005748i, -0.00079784+0.00030796i, -0.00053224+0.00035517i, -0.00203828-0.00052010i, -0.00002050+0.00027006i, -0.00049019+0.00020637i, +0.00142221-0.00096537i, -0.00089817+0.00096570i, +0.00109050-0.00041450i, +0.00040696-0.00158029i, -0.00026188-0.00065361i, +0.00056959+0.00065439i, +0.00035219+0.00019882i, -0.00175720-0.00079890i, -0.00017625+0.00062312i, +0.00197636+0.00149562i, +0.00117960+0.00122968i, -0.00164982+0.00170119i, +0.00180142+0.00102034i, -0.00124966+0.00125394i, +0.00051010-0.00002385i, -0.00015413+0.00086308i, -0.00049100+0.00023605i, +0.00054594+0.00092286i, +0.00104772-0.00081118i, +0.00030475+0.00050427i, +0.00086944+0.00040075i, +0.00217321+0.00044995i, -0.00085827-0.00162951i, -0.00209943+0.00036037i, -0.00001801+0.00070253i, +0.00035318+0.00025287i, +0.00043703+0.00042867i, -0.00057939+0.00040797i, +0.00029445-0.00002989i, +0.00047951+0.00063013i, -0.00008212-0.00074472i, -0.00036548-0.00033994i, -0.00012901-0.00053908i, -0.00041368-0.00040673i, +0.00098482-0.00038938i, +0.00073421+0.00017706i, -0.00056909+0.00090766i, -0.00213890+0.00012272i, -0.00092285-0.00061821i, +0.00034642+0.00118434i, +0.00008991-0.00083357i, +0.00046687-0.00091537i, -0.00018999-0.00167960i, +0.01480265+0.00000000i, +0.00138388-0.00189458i
+0.00028580+0.00015626i, -0.00092165+0.00063539i, -0.00051426-0.00035497i, +0.00097481-0.00002105i, +0.00015482+0.00178731i, +0.00035189-0.00054215i, -0.00046162+0.00107414i, -0.00034360+0.00075262i, -0.00061022-0.00192200i, +0.00086840-0.00034962i, -0.00016462+0.00011186i, -0.00150174+0.00174311i, +0.00108090-0.00105756i, -0.00033143+0.00010584i, -0.00046560-0.00042359i, -0.00097308+0.00015569i, -0.00113043-0.00187116i, -0.00016059+0.00020107i, -0.00084012-0.00113455i, +0.00271853+0.00113018i, -0.00124202+0.00002439i, +0.00113120+0.00075213i, +0.00102034-0.00023962i, +0.00061857-0.00100716i, -0.00008121+0.00102760i, +0.00042499+0.00054160i, -0.00021581-0.00095379i, -0.00183046-0.00043815i, -0.00019096+0.00288458i, +0.00007132+0.00158520i, -0.00163677-0.00030849i, -0.00014029+0.00273134i, -0.00187723+0.00014079i, +0.00021358+0.00036141i, -0.00033812+0.00069752i, -0.00048361+0.00003316i, -0.00062937+0.00128054i, +0.00131310+0.00050664i, +0.00027071+0.00006764i, +0.00010348+0.00229381i, +0.00080519+0.00172825i, +0.00036411-0.00133499i, -0.00112303-0.00076320i, -0.00132738+0.00079483i, -0.00021003+0.00096819i, -0.00007094+0.00093913i, -0.00026529-0.00088244i, +0.00054909+0.00081441i, +0.00007318+0.00068774i, +0.00026980-0.00080935i, -0.00019724-0.00023005i, +0.00042121-0.00048760i, -0.00041647-0.00103816i, +0.00079496+0.00046032i, +0.00050431+0.00055038i, -0.00171389+0.00030382i, -0.00143121-0.00163836i, -0.00042834-0.00151520i, -0.00037906+0.00036837i, +0.00037916+0.00027160i, +0.00133401+0.00069175i, +0.00145637-0.00108252i, +0.00138388+0.00189458i, +0.01560013+0.00000000i
